qa_index,query,ground_truth_answer,answer_type,confidence_hint,original_chunk_ids,final_chunk_ids,top_5_candidates,expansion_count
216,What is social-emotional development in young children?,"Social-emotional development is about helping children learn how to understand and manage their own emotions, understand the feelings of others, and build positive relationships. It's the foundation for important life skills like cooperation, following directions, self-control, and paying attention. Building this foundation relies on a child's positive relationship with caring and trusting adults.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,23. FECP-M3-Understanding-SE-Development-in-Young-Children_2,23. FECP-M3-Understanding-SE-Development-in-Young-Children_2 (sim: 0.723); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_452 (sim: 0.714); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_451 (sim: 0.696); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_455 (sim: 0.687); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_454 (sim: 0.681),0
305,What are the benefits of practicing generosity?,"Practicing generosity is good for your well-being. It can reduce stress, support physical health, and fight depression. It also helps build long-lasting relationships and contributes to thriving communities. On a personal level, it can increase your life satisfaction and give you a stronger sense of purpose.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_36,26. parenting-handbook-Final-Eversion_36 (sim: 0.767); 26. parenting-handbook-Final-Eversion_49 (sim: 0.652); 26. parenting-handbook-Final-Eversion_35 (sim: 0.615); 26. parenting-handbook-Final-Eversion_30 (sim: 0.603); 26. parenting-handbook-Final-Eversion_26 (sim: 0.589),0
534,How can I prevent my child from biting their lip or cheek after getting a numbing injection?,"There are several ways to help prevent this. First, the dental team will advise both you and your child about the possibility of injury from biting, sucking, or chewing on the numb area. They will also recommend delaying eating and avoiding hot drinks until the feeling returns. For sedated children, it's important to observe them on the way home, as they may cause damage if they fall asleep. Reinforcing the warning with a reminder sticker can also be very helpful.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_271,52. Behavior-Management-in-Dentistry-for-Children_257 (sim: 0.657); 52. Behavior-Management-in-Dentistry-for-Children_271 (sim: 0.624); 52. Behavior-Management-in-Dentistry-for-Children_244 (sim: 0.613); 52. Behavior-Management-in-Dentistry-for-Children_250 (sim: 0.594); 52. Behavior-Management-in-Dentistry-for-Children_252 (sim: 0.568),0
197,What are the three main types of food my child needs for a healthy diet?,"For proper nutrition, diets must contain three main classes of foods: 1. Energy-giving foods, which supply the body with materials to produce heat and energy. 2. Constructive foods, which are rich in nutrients like protein to build the body. 3. Protective foods, which contain minerals and vitamins that protect against disease and support healthy growth.",multi_step,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_90,31. ece127infanttoddlerdevelopmentandcare_94 (sim: 0.587); 21. Paper_19_90 (sim: 0.569); 21. Paper_19_92 (sim: 0.567); 31. ece127infanttoddlerdevelopmentandcare_3 (sim: 0.552); 31. ece127infanttoddlerdevelopmentandcare_103 (sim: 0.547),0
195,How can teachers encourage creativity in their students?,"Teachers can encourage creativity by emphasizing the process of doing something rather than just the final product. It is helpful to provide a classroom environment that allows children to explore and play without unnecessary restrictions, to accept unusual ideas from children, and to adapt to their ideas rather than trying to fit them into an adult's plan.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_87,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_158 (sim: 0.646); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_157 (sim: 0.630); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_337 (sim: 0.588); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_338 (sim: 0.588); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_156 (sim: 0.571),0
392,Why are small group sizes and low teacher-to-child ratios important for infants and toddlers?,"Small groups and low ratios are key indicators of quality care for infants and toddlers. They are linked with better developmental outcomes because they allow for warmer and more responsive interactions between caregivers and children. When ratios are lower, caregivers can provide more sensitive, one-on-one attention, which is especially important for language development and for building secure, trusting relationships.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_675,31. ece127infanttoddlerdevelopmentandcare_675 (sim: 0.754); 31. ece127infanttoddlerdevelopmentandcare_672 (sim: 0.731); 31. ece127infanttoddlerdevelopmentandcare_723 (sim: 0.663); 31. ece127infanttoddlerdevelopmentandcare_676 (sim: 0.660); 31. ece127infanttoddlerdevelopmentandcare_631 (sim: 0.642),0
239,How do I implement the 'circle of five' strategy with my child?,There are five steps: 1. Talk with your family about the strategy's importance. 2. Help your child identify trusted people for their circle. 3. Model what a safe and secure relationship looks like. 4. Work with family to create time for these connections to grow. 5. Reflect with your child on what makes these relationships so wonderful.,multi_step,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,24. ISP-Resource-Social-and-Emotional-Development-FA-web_5,24. ISP-Resource-Social-and-Emotional-Development-FA-web_5 (sim: 0.658); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_17 (sim: 0.509); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_111 (sim: 0.505); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_67 (sim: 0.493); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_12 (sim: 0.485),0
270,What are the two basic rules of the 'Love and Logic' parenting method?,"There are two simple rules that form the foundation of this method. First, adults must set firm, loving limits using enforceable statements, without showing anger, lecturing, or using threats. Second, when a child causes a problem, the adult shows empathy through sadness and then lovingly hands the problem and its consequences back to the child to handle.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_65,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_65 (sim: 0.758); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_15 (sim: 0.661); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_137 (sim: 0.657); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_26 (sim: 0.650); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_11 (sim: 0.644),0
128,What's the difference between gross and fine motor skills?,"Gross motor skills require whole-body movement and involve the large muscles for everyday functions like standing, walking, running, and sitting upright. Fine motor skills involve using the smaller muscles of the hands and fingers to perform tasks like fastening clothing or writing.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_192; 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_185,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_198 (sim: 0.764); 31. ece127infanttoddlerdevelopmentandcare_176 (sim: 0.705); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_183 (sim: 0.678); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_199 (sim: 0.674); 21. Paper_19_53 (sim: 0.672),1
283,How does my own behavior as a parent influence my child?,"In this approach, parents must lead by example. If you want your child to have self-control, you must model it. If you want them to be responsible, you must act responsibly in your dealings with them. And if you want to be treated with respect, you must treat and speak to them with respect. The process involves changing your own approach first, which then helps your child to change.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_137,3. L-G-0011992329-0035354927_35 (sim: 0.702); 1. CHDV-100-OER-Textbook-updatedJuly2020_190 (sim: 0.684); 31. ece127infanttoddlerdevelopmentandcare_597 (sim: 0.640); 52. Behavior-Management-in-Dentistry-for-Children_104 (sim: 0.638); 31. ece127infanttoddlerdevelopmentandcare_588 (sim: 0.624),0
5,How do genetics and environment affect my child's development?,"For a long time, experts have debated whether nature (genetics) or nurture (environment) is more important in a child's development. Most now agree that there is a constant interplay between these two forces, and it is difficult to say that any single behavior is the result of only one or the other.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_8,52. Behavior-Management-in-Dentistry-for-Children_93 (sim: 0.681); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_74 (sim: 0.667); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_93 (sim: 0.609); 1. CHDV-100-OER-Textbook-updatedJuly2020_52 (sim: 0.604); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_94 (sim: 0.603),0
394,What are the benefits of having consistent caregivers for my infant or toddler?,"Continuity of care has many benefits. The longer an infant stays with the same primary caregiver, the more likely they are to develop a secure attachment. Toddlers in these settings also tend to show fewer challenging behaviors. It also strengthens the relationship between caregivers and families, building trust and open communication as they partner together over a longer period of time.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_684; 31. ece127infanttoddlerdevelopmentandcare_683,31. ece127infanttoddlerdevelopmentandcare_683 (sim: 0.730); 31. ece127infanttoddlerdevelopmentandcare_684 (sim: 0.702); 1. CHDV-100-OER-Textbook-updatedJuly2020_204 (sim: 0.700); 31. ece127infanttoddlerdevelopmentandcare_860 (sim: 0.637); 31. ece127infanttoddlerdevelopmentandcare_681 (sim: 0.620),1
369,"How are a baby's achievements, like walking and talking, related to their brain development?","A child's developmental milestones are directly supported by specific underlying brain systems. For example, when a child learns to walk around twelve months, it is correlated with changes in the connectivity of motor networks in the brain. Similarly, the rapid vocabulary growth that happens after 18 months is related to a rapid myelination phase in the language areas of the brain. Experiences and development go hand-in-hand with brain growth.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_134,31. ece127infanttoddlerdevelopmentandcare_137 (sim: 0.619); 31. ece127infanttoddlerdevelopmentandcare_134 (sim: 0.618); 31. ece127infanttoddlerdevelopmentandcare_192 (sim: 0.612); 38. A Good Start - Early Childhood Development Booklet_7 (sim: 0.563); 1. CHDV-100-OER-Textbook-updatedJuly2020_217 (sim: 0.542),0
58,What is Sudden Infant Death Syndrome (SIDS) and how can I reduce the risk?,"Sudden Infant Death Syndrome (SIDS) is when a healthy infant dies suddenly and unexpectedly for no clear reason. To reduce the risk, you should always place your baby on their back to sleep on a firm, flat surface with only a tight-fitting sheet. Room-sharing without bed-sharing is recommended, and you should avoid soft objects, toys, or loose bedding in the sleep area.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_168; 1. CHDV-100-OER-Textbook-updatedJuly2020_170,1. CHDV-100-OER-Textbook-updatedJuly2020_168 (sim: 0.771); 1. CHDV-100-OER-Textbook-updatedJuly2020_170 (sim: 0.697); 1. CHDV-100-OER-Textbook-updatedJuly2020_169 (sim: 0.674); 31. ece127infanttoddlerdevelopmentandcare_108 (sim: 0.662); 31. ece127infanttoddlerdevelopmentandcare_106 (sim: 0.654),1
460,How do positive interactions help make my child more resilient?,"Positive interactions help children become resilient by building feelings of trust and security. They also encourage a child's natural curiosity, support their growing independence, and reinforce their belief in their own abilities.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,49. parent child interaction_10,49. parent child interaction_10 (sim: 0.749); 1. CHDV-100-OER-Textbook-updatedJuly2020_207 (sim: 0.695); 26. parenting-handbook-Final-Eversion_105 (sim: 0.672); 49. parent child interaction_9 (sim: 0.669); 31. ece127infanttoddlerdevelopmentandcare_152 (sim: 0.652),0
501,"How do young children, from toddlers to about age seven, think about the world?","Children in this age range are active, engaged learners who are constantly trying to make sense of their experiences. Toddlers primarily learn about the world through their senses and motor activities. A critical milestone is understanding that objects still exist even when they can't be seen. Preschoolers experience a language explosion and begin to use words and images to represent things, which leads to a wonderful increase in imaginary play. They also tend to see the world only from their own perspective, a trait known as egocentrism, which is a normal part of their development.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_39; 52. Behavior-Management-in-Dentistry-for-Children_38,1. CHDV-100-OER-Textbook-updatedJuly2020_268 (sim: 0.593); 1. CHDV-100-OER-Textbook-updatedJuly2020_247 (sim: 0.592); 52. Behavior-Management-in-Dentistry-for-Children_39 (sim: 0.585); 1. CHDV-100-OER-Textbook-updatedJuly2020_296 (sim: 0.580); 1. CHDV-100-OER-Textbook-updatedJuly2020_269 (sim: 0.567),1
462,What does it mean for a child to have 'emotional literacy'?,"Emotional literacy is the ability to recognize, understand, and express emotions in a healthy manner. It also includes the capacity to notice, label, and understand feelings in oneself as well as in other people.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,49. parent child interaction_12,49. parent child interaction_12 (sim: 0.781); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_428 (sim: 0.651); 31. ece127infanttoddlerdevelopmentandcare_458 (sim: 0.642); 31. ece127infanttoddlerdevelopmentandcare_475 (sim: 0.603); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_437 (sim: 0.602),0
328,How can I teach my child to be more patient?,"You can use fun and creative activities to teach patience. For instance, you can grow a plant together, which shows them that good things take time. Working on a large puzzle or baking something also teaches them to work towards a delayed reward. When you are in a situation that requires waiting, like in a queue, you can play a storytelling game to pass the time creatively.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_102,26. parenting-handbook-Final-Eversion_102 (sim: 0.731); 26. parenting-handbook-Final-Eversion_111 (sim: 0.709); 26. parenting-handbook-Final-Eversion_100 (sim: 0.671); 26. parenting-handbook-Final-Eversion_61 (sim: 0.577); 26. parenting-handbook-Final-Eversion_76 (sim: 0.567),0
174,What are the two main factors that influence a child's development?,"Research has shown that a child's development is a product of both heredity and environment. An individual inherits many qualities from their ancestors, but these qualities are greatly influenced by their environment. While parents cannot change heredity, they can provide a suitable environment to support their child's proper development.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_36,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_93 (sim: 0.611); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_94 (sim: 0.599); 31. ece127infanttoddlerdevelopmentandcare_583 (sim: 0.590); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_124 (sim: 0.587); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_74 (sim: 0.583),0
57,What is Shaken Baby Syndrome and how can it be prevented?,"Shaken Baby Syndrome (SBS) is a severe form of physical child abuse caused by vigorously shaking an infant, which can lead to brain bleeding, death, or developmental delays. It often happens when a caregiver gets frustrated by a baby's crying. It is completely preventable. Healthy strategies for dealing with a crying baby include checking for illness, feeding, soothing, or taking a break if you feel overwhelmed.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_146; 1. CHDV-100-OER-Textbook-updatedJuly2020_148; 1. CHDV-100-OER-Textbook-updatedJuly2020_149,1. CHDV-100-OER-Textbook-updatedJuly2020_146 (sim: 0.737); 1. CHDV-100-OER-Textbook-updatedJuly2020_150 (sim: 0.687); 1. CHDV-100-OER-Textbook-updatedJuly2020_147 (sim: 0.619); 1. CHDV-100-OER-Textbook-updatedJuly2020_149 (sim: 0.525); 1. CHDV-100-OER-Textbook-updatedJuly2020_148 (sim: 0.522),2
494,How can the design of a dental office help my child feel more comfortable?,"The design and appearance of a dental office play a significant role in making a child's visit easier and more positive. An appealing office environment, with features that cater to children, can be a great starting point for behavior management. When children feel comfortable and engaged by their surroundings, it helps reduce their anxiety and makes them more open to the dental experience.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_24,52. Behavior-Management-in-Dentistry-for-Children_493 (sim: 0.736); 52. Behavior-Management-in-Dentistry-for-Children_500 (sim: 0.728); 52. Behavior-Management-in-Dentistry-for-Children_489 (sim: 0.711); 52. Behavior-Management-in-Dentistry-for-Children_491 (sim: 0.705); 52. Behavior-Management-in-Dentistry-for-Children_496 (sim: 0.690),0
222,How can I handle my baby's separation anxiety?,"Separation anxiety often starts around seven months. It's important to prepare your child before you leave by talking to them and telling them you will be back soon. To start, try leaving them with someone they know for just a short time and greet them happily when you return. You can gradually increase the time you are away to help ease them into this transition.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,23. FECP-M3-Understanding-SE-Development-in-Young-Children_5,31. ece127infanttoddlerdevelopmentandcare_559 (sim: 0.696); 31. ece127infanttoddlerdevelopmentandcare_558 (sim: 0.604); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_5 (sim: 0.529); 31. ece127infanttoddlerdevelopmentandcare_549 (sim: 0.455); 31. ece127infanttoddlerdevelopmentandcare_551 (sim: 0.451),0
80,How much sleep do teenagers need?,"Adolescents need about 8 to 10 hours of sleep each night to function best. However, polls indicate that most adolescents are not getting the recommended amount of sleep. This can lead to negative consequences like feeling tired or sleepy, being irritable, falling asleep in school, and having a depressed mood.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_473,1. CHDV-100-OER-Textbook-updatedJuly2020_473 (sim: 0.652); 31. ece127infanttoddlerdevelopmentandcare_104 (sim: 0.483); 1. CHDV-100-OER-Textbook-updatedJuly2020_226 (sim: 0.471); 26. parenting-handbook-Final-Eversion_57 (sim: 0.453); 1. CHDV-100-OER-Textbook-updatedJuly2020_519 (sim: 0.437),0
471,Why are routines important for managing my child's behavior?,"Routines are key to a well-managed and organized environment, as they help minimize behavioral challenges. Children enjoy routines that are easy to understand and accomplish. Research indicates that a lack of consistent routines is a common cause of behavioral problems.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_18,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_18 (sim: 0.746); 31. ece127infanttoddlerdevelopmentandcare_694 (sim: 0.682); 31. ece127infanttoddlerdevelopmentandcare_860 (sim: 0.635); 31. ece127infanttoddlerdevelopmentandcare_689 (sim: 0.633); 31. ece127infanttoddlerdevelopmentandcare_690 (sim: 0.628),0
1,What are the key dimensions of child development?,"Child development is viewed across three main dimensions: physical, cognitive, and social-emotional. The physical domain includes bodily changes like height, weight, and motor skills. The cognitive domain covers changes in thinking, memory, and language. The social and emotional domain focuses on feelings, self-perception, and relationships with others.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_5,38. A Good Start - Early Childhood Development Booklet_3 (sim: 0.637); 38. A Good Start - Early Childhood Development Booklet_1 (sim: 0.620); 1. CHDV-100-OER-Textbook-updatedJuly2020_5 (sim: 0.600); 52. Behavior-Management-in-Dentistry-for-Children_33 (sim: 0.600); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_86 (sim: 0.595),0
368,What is myelination and how does it affect my child's development?,"Myelination is the process where a fatty coating, called myelin, develops around the nerve cells in the brain. This coating acts like insulation and helps speed up the transmission of signals between different parts of the brain. This process is most dramatic during the first few years of life and is essential for developing cognitive and motor skills, like language, sensory processing, and coordination.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_129,31. ece127infanttoddlerdevelopmentandcare_129 (sim: 0.601); 1. CHDV-100-OER-Textbook-updatedJuly2020_217 (sim: 0.478); 1. CHDV-100-OER-Textbook-updatedJuly2020_334 (sim: 0.475); 1. CHDV-100-OER-Textbook-updatedJuly2020_119 (sim: 0.474); 31. ece127infanttoddlerdevelopmentandcare_134 (sim: 0.446),0
434,Why is it so important to support families when raising young children?,"Young children spend most of their early years with their families, who are their main caregivers. By supporting and strengthening families, we can improve the health, safety, and overall well-being of young children for the long term, giving them a strong foundation for life.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_2,3. L-G-0011992329-0035354927_38 (sim: 0.600); 26. parenting-handbook-Final-Eversion_115 (sim: 0.563); 3. L-G-0011992329-0035354927_29 (sim: 0.558); 52. Behavior-Management-in-Dentistry-for-Children_34 (sim: 0.553); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_3 (sim: 0.552),0
256,What is a 'drill sergeant' parenting style?,"Drill sergeant parents believe that the more they control and bark orders, the better their children will turn out. They are focused on power and making children do what they're told. This can lead to problems, as these children don't get a chance to think for themselves and may make poor decisions when they get older. They also may become more susceptible to peer pressure as teenagers.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_25,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_25 (sim: 0.668); 1. CHDV-100-OER-Textbook-updatedJuly2020_312 (sim: 0.527); 1. CHDV-100-OER-Textbook-updatedJuly2020_311 (sim: 0.495); 1. CHDV-100-OER-Textbook-updatedJuly2020_314 (sim: 0.493); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_27 (sim: 0.493),0
91,What is the difference between sex and gender?,"The term 'sex' refers to the physical or physiological differences between males, females, and intersex persons, including their primary and secondary sex characteristics. 'Gender,' on the other hand, refers to the social or cultural distinctions and roles that are associated with a given sex. Gender is generally regarded as a social construct created by cultural and societal norms.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_536,1. CHDV-100-OER-Textbook-updatedJuly2020_536 (sim: 0.474); 1. CHDV-100-OER-Textbook-updatedJuly2020_542 (sim: 0.437); 1. CHDV-100-OER-Textbook-updatedJuly2020_308 (sim: 0.420); 1. CHDV-100-OER-Textbook-updatedJuly2020_540 (sim: 0.408); 1. CHDV-100-OER-Textbook-updatedJuly2020_534 (sim: 0.387),0
259,Why should I let my child make mistakes when they are young?,"It is better to let children make mistakes at 'affordable prices' while they are young. The consequences for poor decisions are much smaller and less severe for a young child than for a teenager. A younger child can pick themselves up and try again, usually only costing them some temporary pain. As children get older, the decisions become bigger and the consequences become much graver.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_31,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_56 (sim: 0.577); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_48 (sim: 0.532); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_125 (sim: 0.532); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_34 (sim: 0.513); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_52 (sim: 0.511),0
54,Are there benefits to breastfeeding for mothers?,"Yes, there are benefits for mothers who breastfeed. It stimulates contractions in the uterus to help it regain its normal size. Mothers who breastfeed for six months or longer have a lower risk of developing breast cancer and ovarian cancer. They also have a reduced risk for developing Type 2 diabetes and rheumatoid arthritis.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_132,1. CHDV-100-OER-Textbook-updatedJuly2020_132 (sim: 0.756); 31. ece127infanttoddlerdevelopmentandcare_84 (sim: 0.617); 1. CHDV-100-OER-Textbook-updatedJuly2020_133 (sim: 0.566); 1. CHDV-100-OER-Textbook-updatedJuly2020_134 (sim: 0.566); 1. CHDV-100-OER-Textbook-updatedJuly2020_131 (sim: 0.561),0
320,Why should I use positive discipline instead of punishment?,"Positive discipline is effective for long-term growth because it teaches important life skills like respect, problem-solving, and cooperation. It helps children feel a sense of connection and belonging to their family and community, which makes them less likely to misbehave. It focuses on encouragement rather than humiliation.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_75; 26. parenting-handbook-Final-Eversion_74,26. parenting-handbook-Final-Eversion_74 (sim: 0.724); 26. parenting-handbook-Final-Eversion_72 (sim: 0.723); 26. parenting-handbook-Final-Eversion_112 (sim: 0.712); 26. parenting-handbook-Final-Eversion_75 (sim: 0.710); 26. parenting-handbook-Final-Eversion_73 (sim: 0.684),1
152,Why is early childhood education considered so important for a child's future?,"Early Childhood Care and Education is seen as the stage that builds the foundation for a child's development throughout their life, helping them realize their full potential. It is considered essential for preparing a child for formal education by providing experiences that lead to their all-around development, including physical, mental, social, and emotional growth.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_0,38. A Good Start - Early Childhood Development Booklet_4 (sim: 0.650); 20. Earlychildhood_14 (sim: 0.634); 36. 1642572098-preschool_pdf_3 (sim: 0.632); 20. Earlychildhood_20 (sim: 0.628); 52. Behavior-Management-in-Dentistry-for-Children_34 (sim: 0.619),0
447,What are the benefits of my child attending preschool?,"Preschool offers many benefits by giving children a chance to play freely, develop coordination, and learn important social skills like sharing and cooperation. They develop language and motor skills through activities like listening to stories and drawing, which helps build their confidence and prepares them for a successful transition to primary school.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_11,38. A Good Start - Early Childhood Development Booklet_11 (sim: 0.602); 36. 1642572098-preschool_pdf_3 (sim: 0.581); 36. 1642572098-preschool_pdf_5 (sim: 0.580); 21. Paper_19_4 (sim: 0.571); 1. CHDV-100-OER-Textbook-updatedJuly2020_278 (sim: 0.563),0
364,What are the most important safe sleep practices for my baby?,"To reduce the risk of Sudden Unexpected Infant Death (SUID), you should: 1) Always place your baby on their back for all sleep times, including naps. 2) Use a firm, flat sleep surface like a mattress in a safety-approved crib with a fitted sheet. 3) Keep the sleep area clear of soft bedding, blankets, pillows, and toys. 4) Don't let your baby get too hot.",multi_step,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_108,1. CHDV-100-OER-Textbook-updatedJuly2020_170 (sim: 0.692); 1. CHDV-100-OER-Textbook-updatedJuly2020_168 (sim: 0.596); 31. ece127infanttoddlerdevelopmentandcare_108 (sim: 0.592); 31. ece127infanttoddlerdevelopmentandcare_746 (sim: 0.579); 1. CHDV-100-OER-Textbook-updatedJuly2020_169 (sim: 0.578),0
457,Why is my interaction with my child considered so important for their development?,"The interaction between a parent and child is seen as the most important factor in a child's development and behavior. It forms the foundation from which children learn about relationships, solve problems, and experience the world around them.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,49. parent child interaction_8,31. ece127infanttoddlerdevelopmentandcare_517 (sim: 0.611); 3. L-G-0011992329-0035354927_35 (sim: 0.604); 31. ece127infanttoddlerdevelopmentandcare_302 (sim: 0.597); 49. parent child interaction_8 (sim: 0.597); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_3 (sim: 0.585),0
101,What does it mean to 'socialize' my child?,"Socializing your child involves helping them develop the social and emotional skills they need to have good relationships with others, including family, peers, and teachers. This includes teaching them values, good habits, and how to manage their emotions and impulses.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,3. L-G-0011992329-0035354927_21,3. L-G-0011992329-0035354927_21 (sim: 0.640); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_19 (sim: 0.548); 3. L-G-0011992329-0035354927_22 (sim: 0.540); 26. parenting-handbook-Final-Eversion_115 (sim: 0.533); 31. ece127infanttoddlerdevelopmentandcare_506 (sim: 0.530),0
